82;Highway 529 bridge reopens: The northbound Highway 529 bridge connecting Everett and Marysville reopene... http://t.co/ji6w2im8 #seattle;NO
83;Highway 529 bridge reopens: The northbound Highway 529 bridge connecting Everett and Marysville reopene... http://t.co/M6fSoztm #seattle;NO
84;Awful commute a reminder that bridge is a vital link: Workers on the damaged Highway 529 bridge cut bea... http://t.co/G0T4KXRC #seattle;NO
85;Awful commute a reminder that bridge is a vital link: Workers on the damaged Highway 529 bridge cut bea... http://t.co/A8iMnJ1c #seattle;NO
86;Dear Guy in the 1980 Honda Civic speeding through the parking lot reving your LOUD car. Your car is not that cool. Please calm down. Thx. :P;NO
87;Police attacked as Northern Ireland flag row inflames loyalists: Belfast (Reuters) - Police were attacked in Bel... http://t.co/R4hNj7pk;NO
88;The Lower Spokane Street Bridge has closed to vehicle traffic.;NO
89;Wow. Watch 2 cubic miles of the Ilulissat glacier in Greenland break off. Largest break caught on film.  http://t.co/ZcBZsbTW;NO
90;I LOVE early 90's action flicks.  I swear the villain firing his machine gun must have fired nearly 10,000 rounds and never reloaded.;NO
91;All of the 12's woke up feisty this morning, every one is coming out blazing on someone or fired about the hawks #Fearus;NO
92;Men’s Break, Women’s Break, Sliding Doors, CBL with Hook Turn, Arm Toss, 360 in Cuddle, Ring Check Copa... http://t.co/3kQlNVyC;NO
93;The Lower Spokane St bridge has been closed to vehicle traffic.;NO
94;Why I tire of comparisons with Japan's gun violence: it's like comparing American car culture to Nauru car culture.;NO
95;Check out this 1994 Peterbilt 379 Highway Truck http://t.co/cWbi5szY click for details;NO
96;Auto Fire Alarm | 3946 West Stevens Way Ne | Units: E17 L9;fire
97;REPORTED FIRE IN SINGLE FAMILY RES 5548 BEACON AV S 5548 BEACON AV S http://t.co/7XarSGQk;fire
98;Police probe fatal German workshop fire: German police are looking for the cause of a fire in a workshop for the... http://t.co/BCMvV7r9;fire
99;Firefighters battling house fire near Sanford homeless shelter: Officials say the blaze is contained to the sing... http://t.co/aT5HOMxs;fire
100;Fully Involved Fire In Lincoln Park: Lincoln Park firefighters battled a house fire in the same buildi... http://t.co/OzwLzV8f #FireNews;fire
101;house fire on Talbot crest drive in renton;fire
102;BREAKING:  Fire crews are battling a house fire in Renton.  Fire chief confirms a marijuana grow operation at the home.;fire
103;Just on the scene of a house fire in Renton, also the site of a marijuana grow. More details ahead #liveonkomo http://t.co/hH6X4CS5;fire
104;Breaking News: Renton house fire is a confirmed Marijuana grow house - fire is believed to be accidental;fire
105;Harbor Freight Tools Recalls Cordless Drill Due to Fire and Burn Hazard: The black trigger switch on the 19.2v c... http://t.co/wt0byh2a;fire
106;Renton grow house busted after it catches on fire.  Neighbors shocked, but also grateful they saved their Halloween fireman costumes.;fire
107;Marijuana grow operation found at Renton house fire http://t.co/82I8dGfW. More and more firemen showed up...then came the pizza deliveries!;fire
108;Renton grow house busted after it catches on fire.  Neighbors shocked, but also grateful they saved their Halloween fireman costumes.;fire
109;House fire uncovers grow operation: RENTON — A residential fire in Renton early Tuesday morning uncovered a grow... http://t.co/wZlZl9nK;fire
110;Auto Fire Alarm | 2222 2nd Av | Units: E2 L4;fire
111;Fire in Building | 4815 Sw Juneau St | Units: A14 AIR9 B5 B7 DEP1 E11 E13 E29 E36 E37 L11 L7 M32 SAFT2 STAF10;fire
112;Fire in Building | 4815 Sw Juneau St | Units: B7 L11 MAR5;fire
113;Auto Fire Alarm | 925 Seneca St | Units: B5 E10 E25 L10;fire
114;KIRO 7 learned the big Bellevue apartment fire was caused by a tenant's gas fireplace. Turns out, roofers mistakenly covered the chimney!;fire
115;King county owns the Bellevue apt complex that burned. The un-vented fireplace was sending carbon monoxide gas through the building for days;fire
116;Fire in Building | 2619 5th Av | Units: E21;fire
117;Early morning fire at 2619 5 ave was ruled accidental due to unattended food on stove. No injuries. $40k damage;fire
118;Former volunteer firefighter killed in house fire: ALBEMARLE, N.C. — A former N.C. volunteer firefight... http://t.co/K9rPX9tM #FireNews;fire
119;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/Cf0Fu2Sq #seattle;fire
120;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/uPfH1UUl #seattle;fire
121;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/JAFhiHWb #seattle;fire
122;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/uTqeLPD2 #seattle;fire
123;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/JfSUMVJ7 #seattle;fire
124;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/TN0nf8Q3 #seattle;fire
125;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/S9SKHrRv #seattle;fire
126;Teen trapped in Lacey house fire dies: A 17-year-old boy who was trapped inside a burning home in Lacey... http://t.co/Q4ftK6B0 #seattle;fire
127;Here's a photo of the house fire in Redmond http://t.co/OsbhCj5M;fire
128;2-alarm fire destroys mansion near Redmond: The fire broke out on 167th Avenue in the English Hill neig... http://t.co/mKn6h5s9 #seattle;fire
129;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/FljxhRIr #seattle;fire
130;Fire in Chinese factory kills 14: BEIJING — A fire in a clothing factory apparently caused by arson ki... http://t.co/w6yYx8dr #FireNews;fire
131;Abandoned house catches fire in Monroe: Monroe firefighters battled a fire in an abandoned house Friday... http://t.co/TnAHPerN #seattle;fire
132;Man burned by grease fire: MOUNT VERNON — A 20-year-old Mount Vernon man sustained first- and second-de... http://t.co/3Ee4u7zN #seattle;fire
133;Auto Fire Alarm | 1820 Minor Av | Units: B7 E25 E5 L10;fire
134;Auto Fire Alarm | 1900 5th Av | Units: E2 L4;fire
135;REPORTED FIRE IN BUILDING 1900 5TH AV 1900 5TH AV http://t.co/qVzaEmQe;fire
136;Fire in Building | 1900 5th Av | Units: A2 AIR9 B5 B6 DEP1 E10 E25 E5 E8 L1 M10 SAFT2 STAF10;fire
137;Dec 07, 1941 #PearlHarbor 08:26 Honolulu Fire Department responds to call for assistance from Hickam Field. 3 firemen killed. 6 wounded.;fire
138;REPORTED FIRE IN SINGLE FAMILY RES 2558 7TH AV W 2558 7TH AV W http://t.co/8wUCKnc6;fire
139;LIVE VIDEO: Chopper 7 is over a Queen Anne house fire: http://t.co/oYJQvo1Q;fire
140;Auto Fire Alarm | 4005 6th Av S | Units: E13 L7;fire
141;BBC News UK Fire on boat with 100 vehicles: Fire crews tackle a blaze on a boat carrying more than 100 vehicles ... http://t.co/rm6zacKU;fire
142;BBC News UK Fire on boat with 100 vehicles: Fire crews tackle a blaze on a boat carrying more than 100 vehicles ... http://t.co/ufodcHc9;fire
143;Automatic Fire Alarm Resd | 2204 S Norman St | Units: E6;fire
144;Auto Fire Alarm | 7050 35th Av Ne | Units: E38 L9;fire
145;Auto Fire Alarm | 5300 24th Av Ne | Units: E38 L9;fire
146;Automatic Fire Alarm Resd | 3303 E Madison St | Units: E34;fire
147;Auto Fire Alarm | 2901 E Madison St | Units: E34 L10;fire
148;Redmond firefighters battle warehouse fire: REDMOND – Firefighters are battling a warehouse fire in Redmond this... http://t.co/a7Ihh3aj;fire
149;Redmond firefighters battle warehouse fire: REDMOND – Firefighters are battling a warehouse fire in Red... http://t.co/pYrF3FxP #seattle;fire
150;Auto Fire Alarm | 2401 Utah Av S | Units: E36 L7;fire
151;Auto Fire Alarm | 415 5th Av | Units: E5 L4;fire
152;Family escapes house fire in Bonney Lake: BONNEY LAKE – Investigators are trying to figure out what caused a fire at... http://t.co/8cIRZ95M;fire
153;Auto Fire Alarm | 330 3rd Av W | Units: E2 L10;fire
154;Auto Fire Alarm | 3202 15th Av W | Units: E20 L8;fire
155;Auto Fire Alarm | 14200 Linden Av N | Units: E31 L9;fire
156;Auto Fire Alarm | 2510 18th Av S | Units: E13 L3;fire
157;REPORTED BOAT FIRE IN MARINA 7001 SEAVIEW AV NW 7001 SEAVIEW AV NW http://t.co/iAn0aDDV;fire
158;Boat fire as Shilshole Bay Marina: At 8:23 p.m., the Seattle Fire Department responded to a boat fire at Shilshole... http://t.co/6R54wNOx;fire
159;Auto Fire Alarm | 2535 32nd Av W | Units: E41 L8;fire
160;REPORTED FIRE IN BUILDING 9304 RAINIER AV S 9304 RAINIER AV S http://t.co/xb3LskcT;fire
161;Fire in Building | 9304 RAINIER AV S | Units: SAFT2;fire
162;Fire in Building | 9304 RAINIER AV S | Units: E33;fire
163;Auto Fire Alarm | 301 21st Av E | Units: B5;fire
164;Fire breaks out on JetBlue flight in Baltimore: Firefighters have extinguished a small fire that broke out in th... http://t.co/32aLo2yk;fire
165;Fire breaks out on JetBlue flight in Baltimore: Firefighters have extinguished a small fire that broke out in th... http://t.co/tv2F4Zyy;fire
166;Automatic Fire Alarm Resd | 3025 Magnolia Blvd W | Units: E41;fire
167;Fire crews continue to battle a fire at the Greentree Apartments in Skyway.  Watch Q13 at 4:30am for details. http://t.co/QMO6iPow;fire
168;Athens deputy prosecutor's house damaged in explosion – video: Bomb disposal experts scour the scene after a mak... http://t.co/27hfFznH;fire
169;Automatic Fire Alarm Resd | 4717 26th Av Sw | Units: E32;fire
170;Tacoma firefighters battling duplex fire at 5629 S. J St., no reports of injuries. here's a pic http://t.co/34USPJXm;fire
171;Automatic Fire Alarm False | 4600 38th Av S | Units: E28;fire
172;Auto Fire Alarm | 12740 33rd Av Ne | Units: E39 L5;fire
173;Route # 13 is temporarily off route due to vehicle failure. We apologize for the inconvenience.;crash
174;Ack! NB 167 after 212th, crash blocks the right lane and SB 5 C-D lanes north of I-90, crash in the left lane.;crash
175;Accident reported in Kent - NB 167 before 180th, right lane. Slow from 212th;crash
176;Motor Vehicle Accident | S Orcas St / M L King Jr Way S | Units: E28;crash
177;Car Fire | 14th Av / E Jefferson St | Units: E25;crash
178;Accident reported in north Seattle - NB 5 express lanes before Northgate...;crash
179;When you're stuck in traffic forever and finally pass an accident in the SHOULDER lane and realize THAT is the reason why smh.;crash
180;Motorcycle down just north of #Ballard bridge. Emergency vehicles on scene. Be careful around there.;crash
181;Date night at The Melting Pot starts with the fire alarm. #SoMuchForRomance http://t.co/eadD4zBj;fire
182;Second fire evacuation of the week. Pretty sure someone just burned dinner, but we're all outside with our dogs anyway. #safetyfirst;fire
183;Motor Vehicle Accident | 12039 Bartlett Av Ne | Units: E39;crash
184;Tacoma police investigating car crash into home. Car ended up in middle of the street. More coming. #tacoma http://t.co/shK8noaj;crash
185;Car being pursued by law enforcement crashed into a Tacoma home overnight. Driver injured. Investigation underway.;crash
186;the onramp from 116th ave NE to NB 405 is still blocked with rollover crash;crash
187;nb I-5 at Fife Curve/70th, crash blocking right lane;crash
188;nb I-5 at 70th/five curve, emergency vehicles have arrived, 2 right lanes & HOV blocked;crash
189;Fleeing car crashes into Tacoma home: A car fleeing from police crashed into a home early Friday in Tacoma. http://t.co/80QOvcoj;crash
190;Holy cow, NB I5 at the Fife Curve, accident is blocking the 2 right lanes AND HOV lane!;crash
191;A train crashed through a failed bridge NJ. Train cars are leaking a toxic chemical. The Coast Guard is responding http://t.co/vLKHEbO7;crash
192;Fleeing car crashes into Tacoma home http://t.co/EpwBQ5uN;crash
193;Fleeing car crashes into Tacoma home http://t.co/fWCYJEMj;crash
194;crash reported, sb I-5 near James/Convention center, blocking center lane;crash
195;Tacoma pursuit ends with car crashing into home http://t.co/hm0dlrLl;crash
196;Site crashed due to exceeded bandwidth. I love you holiday traffic.;crash
197;crash reported, nb I-5 near Mercer on left side;crash
198;crash in Skagit county, east of Concrete, sr 20 near Van Horn Rd, blocking the WB lane;crash
199;Collision at 3607 Martin Luther King Jr Way S SB right lane blocked at S WaldenSt;crash
200;Sitting at this stop sign and a freshman crashes into the back of my car on his bike hahahahaha #DayAlreadyMade;crash
201;sb MLK at S Walden St, crash blocking right lane;crash
202;Fleeing car crashes into Tacoma home: The Associated Press A car fleeing from police crashed into a home early... http://t.co/g7FJmn4O;crash
203;crash reported, sb I-5 express before Mercer in center lane;crash
204;nb I-5 near Ebey Slough, crash blocking right lane;crash
205;Auto Fire Alarm | 4831 35th Av Sw | Units: E32 L11;fire
206;nb sr 167 before 15th SW, 5 car crash on right side;crash
207;Oh man... NB I5 at the Boeing Access Road,accident in the right lane, pretty major response...;crash
208;nb I-5 north of Boeing Acc Rd, crash blocking right lane;crash
209;sb I-5 on ship canal bridge (at 520 exit), crash partially blocking left lane;crash
210;Collision at WEST SEATTLE BRIDGE 2 eastbound lanes blocked at 6th Ave S;crash
211;Motor Vehicle Accident Freeway | Aurora Av N / Prospect St | Units: A2 E2 E5;crash
212;Accident reported in Renton - Rainier Ave on-ramp to SB 405, right lane. Don't go there to get on the freeway!;crash
213;Collision at Ward St & Aurora Ave N right lane blocked;crash
214;Collision at Ward St & Aurora Ave N northbound right lane blocked;crash
215;Car Fire | 8902 14th Av S | Units: E26;crash
216;Accident reported in Tacoma - NB 5 near City Center exit, blocking a lane. Slow from Tacoma Mall;crash
217;Oh no! Dad went to drugstore and somebody hit his car (actually Moms car).  Everyone ok just really, really grumpy. Car looks like crap thou;crash
218;Video shows scene inside school bus during crash: New video shows the scene inside a Tacoma school bus ... http://t.co/5zyIiL52 #seattle;crash
219;Woman injured in pickup truck accident: ANACORTES — A 58-year-old Guemes Island woman sustained a serio... http://t.co/TDTJ23Tp #seattle;crash
220;Woman hit by minivan at 70th and 8th: Breaking news: 8th Avenue NW is mostly blocked to traff... http://t.co/qq5UwClj PHINNEY-VIEW RIDGE;crash
221;Auto Fire Alarm | 2733 3rd Av S | Units: E13 L7;fire
222;Auto Fire Alarm | 2215 1st Av | Units: E2 L4;fire
223;#SeattlePD collision detectives investigating a train/pedestrian collision near King Street Station. For more go to http://t.co/QTuar3ut;crash
224;Wrong-way head-on crash kills 2 drivers in Wash.: Authorities a man driving the wrong way on a state highway has... http://t.co/3fsAp9uN;crash
225;BBC News UK Woman dies in car and van crash: A woman has died and a man has been injured after a crash involving... http://t.co/27be9OMT;crash
226;Toxic cargo train crash: A bridge failed in Paulsboro, sending several train cars -- at least one leaking a toxi... http://t.co/Jk1rO3W5;crash
227;I5 NB at S 188th there is an accident partially blocking the HOV lane!;crash
228;Injury Report: Week 13 – Providence Eyewitness News;crash
229;Police incident at NE 45th Street and 17th Avenue is clear.;crash
230;On northbound SR 99 just south of 1st Ave Bridge a collision is blocking all lanes.;crash
231;WSP: 1 person confirmed dead in car vs. pedestrian crash on NB SR-99 just south of 1st Ave Bridge.  Traffic blocked in area.;crash
232;Troopers say could be as many as 2 cars involved in fatal car vs. ped accident on SR-99. We'll be updating here: http://t.co/GIO2TrJs;crash
233;REPORTED ADVISED INCIDENT 819 VIRGINIA ST 819 VIRGINIA ST http://t.co/7WHxJn8u;crash
234;Pedestrian killed in crash on SR-99 in South Seattle: A pedestrian was struck by a car and killed in So... http://t.co/K38nn0Cy #seattle;crash
235;Auto Fire Alarm | 223 Yesler Way | Units: E10 L1;fire
236;Motor Vehicle Accident | 3914 East Stevens Way Ne | Units: E17;crash
237;Children safe following school bus crash near Red Bug Lake Elem.: Red Bug Lake Road is closed in both directions... http://t.co/MaKQIUhk;crash
238;REPORTED ADVISED INCIDENT 2215 1ST AV 2215 1ST AV http://t.co/DrJ76H3l;crash
239;crash reported, sb I-5 175th, blocking left lane;crash
240;Man running from police hit by car in Richland http://t.co/xMWwaku2;crash
241;sb I-5 south of 130th, crash blocking right lane;crash
242;Fire in Langley Mill highlights importance of smoke alarms http://t.co/Msb1fQzJ #highlights;fire
243;Motorcyclist killed in crash, fourth incident in recent days: A 28-year-old Oviedo man was killed when an elderl... http://t.co/5TWbjpdI;crash
244;Man running from police hit by car in Richland: A man running from police was struck by a car and went through the... http://t.co/o566k5BD;crash
245;nb I-5 to Gravelly Lake Dr, crash blocking left lane of exit;crash
246;Auto Fire Alarm | 1753 Nw 57th St | Units: E18 L6;fire
247;Three people were arrested after a gun and knife fight in Auburn. http://t.co/wJU8eWtc;shooting
248;Developing Story:  Police say one woman has been shot in Mason County.  No word on her condition or suspects.  Will keep you posted.;shooting
249;Shelton woman shot when she opens door: The Associate Press SHELTON — A Shelton woman was shot when she opened her... http://t.co/yXNQVR0W;shooting
250;Updated: Hector Macho Camacho shot multiple times in neck & face in drive by shooting: http://t.co/GrWTdr1D #boxing #news #celebrities;shooting
251;Shelton woman shot, in critical condition. police believe she was targeted: Mason County Sheriff’s deputies... http://t.co/XK6TUd0Z;shooting
252;Repo Man Steals Wrong Truck, Shot Dead By 81 Year Old Manhttp://t.co/1LkOPPYe;shooting
253;Man found on sidewalk with life-threatening head injury: About 1:14 a.m. Wednesday, Seattle police responded to a... http://t.co/qolNag7P;shooting
254;Police: Man found on Seattle street with mystery head wound http://t.co/OhA2FEPB;shooting
255;Police: Man found on Seattle street with mystery head wound http://t.co/RnkWYnAa;shooting
256;VIDEO OF PHOENIX JONES & CREW RUNNING TOWARD GUN SHOTS. THE VICTIM IN THIS CASE DIED SUSPECT IS STILL AT LARGE http://t.co/lVajGwFH;shooting
257;Officials ID man killed at Wash. mental hospital: A 56-year-old man was killed at Eastern State Hospital, the... http://t.co/KUAT1qYO;shooting
258;Nothing like waking up at 5 in the morning to a deafening fire alarm in 35 degree weather wearing nothing but shorts and a jacket.  #FML;fire
259;Report: Children escape injury in Deltona drive-by shooting: A Deltona home with children inside was struck by b... http://t.co/OhqSnXko;shooting
260;Fire marshal: unable to pinpoint cause of WA fire: The Everett, Wash., fire marshal says investigators have... http://t.co/jVtGzVCW;fire
261;Cop Trying To Shoot Dog In Drug Raid Shoots Fellow Officer http://t.co/OAcvxodv;shooting
262;Just in: stubborn fire in HVAC system at Redmond commercial building. started around 3am. Fire is now out. Nobody hurt. http://t.co/YJz1H8xo;fire
263;Just in: stubborn fire in HVAC system at Redmond commercial building. started around 3am. Fire is now out. Nobody hurt.;fire
264;Shooting that wounded Wapato teen was ambush: Police say the shooting that wounded a 15-year-old boy last week in... http://t.co/hqD53Tbk;shooting
265;Carlile's 3 yr old son got ahold of gun in the car and shot 7 yr old sister;shooting
266;I hear Gun shots outside smh!;shooting
267;Just heard gun shots. #IHateKent;shooting
268;sb I-405 before 124th, crash partially blocking right lane;crash
269;Lower Spokane St Bridge closed to vehicle traffic;crash
270;Motor Vehicle Accident Freeway | Aurora Av N / Halladay St | Units: A2 E2 E9;crash
271;eb West Seattle Bridge at 4th Ave, crash blocking left lane;crash
272;eb west seattle bridge at 4th ave, crash blocking both EB lanes, traffic getting by on right shoulder;crash
273;Casper College in Wyoming says at least 1 dead and 1 wounded in attack that locked down campus.;shooting
274;Lacey teen dies after house fire: LACEY, Wash. — A 17-year-old boy critically injured after a house fire in Lacey... http://t.co/PUCrEdT6;fire
275;Lacey teen dies after house fire: LACEY, Wash. — A 17-year-old boy critically injured after a house fir... http://t.co/kxrIhlCD #seattle;fire
276;17-year-old shot at bus stop in West Seattle. injury not life threatening: SEATTLE — A 17-year-old boy sitting at a... http://t.co/cbWL1npn;shooting
277;KCTV reporting a KC Chiefs player shot his girlfriend then committed suicide at Arrowhead Stadium. http://t.co/qlY72BZ1;shooting
278;The reports that he shot himself in front coaches is really sad;shooting
279;Police: Chiefs player kills girlfriend then kills self - KCTV5 http://t.co/qrh95VLF;shooting
280;Following breaking news from Kansas City where a member o the Chiefs apparently killed his girlfriend and then... http://t.co/37xO0EJL;shooting
281;Even worse, apparently he shot himself in front of staff. And killed his girlfriend. What a travesty. #KansasCityChiefs;shooting
282;Police investigate fatal shooting at Kansas City Chiefs' Arrowhead Stadium: Police spokeswoman confirms one of t... http://t.co/oiqdUBkH;shooting
283;shots fired man down bitch nigga may-day;shooting
284;Shots Fired on the Ave: The UW's emergency alert system just sent out a message that read:Mon Dec 3 2:11 p.m.UW... http://t.co/kOujLwx8;shooting
285;Collision at 12724 Lake City Way NE northbound traffic is very heavy in the vicinity of NE 125th St;crash
286;CLEARED in Seattle - accident NB 5 before 45th. Traffic backed up from mid-Boeing Field. Ouch;crash
287;Accident reported in north Seattle - EB SR 522/Lake City Way before 130th. Backed up from before 123rd;crash
288;Traffic had absolutely stopped. This bus is not moving. #accident #lakecityway #372bus;crash
289;Car accident blocking lake city way. Fantastic.;crash
290;Pellet shots damage Seattle courthouse windows: Seattle police say four windows on the south side of th... http://t.co/TsBKX09a #seattle;shooting
